"","ID","global_en","global_de"
"1","NLA12_AL-102",-0.230018572998933,-0.338477012511757
"2","NLA12_AL-105",1.61778130245354,1.1143836119711
"3","NLA12_AL-113",-1.58319429225194,-1.90256266425259
"4","NLA12_AL-114",0.916275243342302,0.148234023757958
"5","NLA12_AR-101",0.989017268923701,0.881479169787657
"6","NLA12_AR-102",-1.49411347419559,-2.99636075412263
"7","NLA12_AR-103",-5.60601091089923,-2.48479183496288
"8","NLA12_AR-104",-0.960933015121019,-0.885220206389264
"9","NLA12_AR-106",-0.944913791521499,-0.356111936150973
"10","NLA12_AZ-101",-4.02669862252849,-1.43510137674873
"11","NLA12_AZ-102",1.07319347546996,0.451740154522435
"12","NLA12_AZ-103",2.02296946153773,2.30064132883705
"13","NLA12_AZ-127",1.30732175519809,0.594216292333879
"14","NLA12_AZ-145",1.88200201679857,1.90423173253045
"15","NLA12_CA-101",-2.04299560438585,-0.422330050042374
"16","NLA12_CA-102",-2.0394428884686,-0.0348211706864071
"17","NLA12_CA-103",-4.25801406547587,-0.223329917859139
"18","NLA12_CA-104",-0.730994918523537,1.11681122446515
"19","NLA12_CA-106",-0.179710516903794,-1.26543852495234
"20","NLA12_CA-107",-0.620803670099407,0.170030834580002
"21","NLA12_CA-108",-2.22993962823498,-3.46409076120635
"22","NLA12_CA-111",-2.76530770911398,-2.44315285773574
"23","NLA12_CA-112",-1.6653966749015,-1.93766241343499
"24","NLA12_CA-116",0.298748115080875,1.03413929203898
"25","NLA12_CA-121",-3.9299286397488,-0.930929280903095
"26","NLA12_CA-132",-0.915950693754278,-1.04208004059551
"27","NLA12_CA-135",-1.88680402931408,0.152666107567767
"28","NLA12_CA-154",-0.815633319301877,-1.01269097443885
"29","NLA12_CA-156",-0.777259055448093,-2.63805927220105
"30","NLA12_CA-157",-0.264338463397729,0.223342205821784
"31","NLA12_CA-172",-0.00918252299946642,0.666853096502323
"32","NLA12_CA-188",-1.47263859824607,1.16048354066417
"33","NLA12_CA-190",0.689108858442483,0.3477996950697
"34","NLA12_CA-208",-1.30979466387278,-0.186663367616933
"35","NLA12_CA-212",-0.426089128049886,0.784504927252374
"36","NLA12_CA-223",-0.934537180370554,-0.341140320691416
"37","NLA12_CO-101",1.25779029817564,3.6292042574106
"38","NLA12_CO-103",-1.54768511466432,1.68503252924908
"39","NLA12_CO-104",1.38870996173412,1.08926784682515
"40","NLA12_CO-105",1.90533690996813,1.25215920982415
"41","NLA12_CO-106",-0.569641654309679,1.50233336559705
"42","NLA12_CO-107",-1.22961140621024,-0.043917539428356
"43","NLA12_CO-109",0.104647183021693,0.631975036456952
"44","NLA12_CO-110",3.33069546660276,2.83737503449762
"45","NLA12_CO-111",-1.12453888625607,1.03366042044748
"46","NLA12_CO-114",1.88776652375851,1.30773495293507
"47","NLA12_CO-117",0.42717348209291,0.708412804991818
"48","NLA12_CO-127",2.45128989980806,0.866207659645879
"49","NLA12_CO-131",0.73797634159443,0.71914548916842
"50","NLA12_CO-133",0.0699303964961686,0.476656894318135
"51","NLA12_CT-101",-0.131137964344716,-0.863429332183517
"52","NLA12_CT-102",-1.38419559977447,0.54554190348942
"53","NLA12_CT-103",-1.39773984083365,-0.789600800171871
"54","NLA12_CT-104",-0.942119385104215,-1.6802180260604
"55","NLA12_CT-105",1.68721002870937,0.8388485154368
"56","NLA12_CT-107",-0.504836201022123,-0.803459613967842
"57","NLA12_CT-108",0.0483419560016705,0.283171570011797
"58","NLA12_CT-115",-0.948645832000864,0.0901044034860157
"59","NLA12_CT-118",0.491447785228477,0.35674569592766
"60","NLA12_CT-126",0.127429597100899,0.301769340082955
"61","NLA12_DE-101",0.19802346774342,-1.1137911307812
"62","NLA12_DE-102",0.295088773876625,-1.66646291930256
"63","NLA12_DE-103",-0.621277253565187,-2.40542444085063
"64","NLA12_DE-107",-0.0327626480054501,-1.99110773201058
"65","NLA12_FL-102",-2.07404487639704,-1.21721700870483
"66","NLA12_FL-103",-4.26350631776018,0.097211195277123
"67","NLA12_FL-104",0.623500099035805,0.390605603647921
"68","NLA12_FL-106",0.894848875152837,0.250155692527952
"69","NLA12_FL-107",-0.108025879641743,-0.788105167891199
"70","NLA12_FL-108",-4.56129348029528,-2.27106955661176
"71","NLA12_FL-123",-1.11124053083555,-1.04108572033765
"72","NLA12_FL-126",-4.15259683147734,-2.80171716138693
"73","NLA12_FL-132",-1.16621368246902,-0.248968705331903
"74","NLA12_FL-141",-0.86441583692704,-1.79613813853258
"75","NLA12_GA-103",0.0443747364705769,-1.06045979266218
"76","NLA12_GA-104",-6.15626049126238,-1.83367815691792
"77","NLA12_GA-118",0.297499677365317,0.77735686044005
"78","NLA12_GA-127",-2.17498778061352,-2.50197966154941
"79","NLA12_IA-101",-0.544256477381841,0.362738920242687
"80","NLA12_IA-102",2.26838159470986,1.20985029233457
"81","NLA12_IA-104",-0.433065471652293,0.451535470575873
"82","NLA12_IA-105",0.560991730975645,0.384465305011844
"83","NLA12_IA-107",-0.598644926069027,0.282706512545546
"84","NLA12_IA-109",0.67698471196274,0.925193322151363
"85","NLA12_IA-113",-0.308863395174947,0.405108970785813
"86","NLA12_IA-120",-2.48141013384573,-0.312581964108242
"87","NLA12_IA-127",0.615535083262277,0.491242454492724
"88","NLA12_IA-132",1.82393220698728,1.48642474736713
"89","NLA12_IA-134",0.487774386690524,-0.00763479668356903
"90","NLA12_IA-150",0.6837976200553,-0.65121713903447
"91","NLA12_IA-152",-0.432473612853558,0.529047628773829
"92","NLA12_ID-101",-3.20815185191839,-0.285620255218913
"93","NLA12_ID-103",-2.30622194531188,-0.459629950982701
"94","NLA12_ID-108",-5.28839085655269,-2.85202496747621
"95","NLA12_ID-110",-2.21051502550692,-3.12787220381716
"96","NLA12_ID-112",-0.511889652824078,-0.820239646150286
"97","NLA12_ID-122",-1.67231751177758,0.0336257528173038
"98","NLA12_ID-143",0.603330550874177,0.460205394691322
"99","NLA12_ID-148",-0.130392039246925,0.329926899138394
"100","NLA12_ID-166",-0.746888979702272,-1.79903074212272
"101","NLA12_ID-168",-2.54451747955168,-1.27454386073644
"102","NLA12_ID-175",-0.211092366525237,-0.33304310684622
"103","NLA12_ID-194",0.371926790016016,-0.492840903579772
"104","NLA12_ID-203",1.63224864796812,1.58597226629356
"105","NLA12_ID-207",-0.850326325696884,-0.884406257136839
"106","NLA12_ID-214",-2.87364775468675,-0.586236333512389
"107","NLA12_ID-216",1.19652697108188,0.0617214978345693
"108","NLA12_IL-103",0.714720187065945,-0.36148008038302
"109","NLA12_IL-104",-0.0910728277960235,0.811781399817138
"110","NLA12_IL-105",-1.92159471977261,0.543255459011912
"111","NLA12_IL-106",-0.842951779216334,-0.575036340721637
"112","NLA12_IL-111",-1.08543627606611,0.490219230949261
"113","NLA12_IL-118",1.09702252003661,-0.662400895266943
"114","NLA12_IL-123",1.16631538338301,0.500067660455929
"115","NLA12_IN-102",-1.04397986608456,-0.0305183437451731
"116","NLA12_IN-103",-0.133872268431648,-0.647530562774428
"117","NLA12_IN-104",2.10637601561543,1.06662235524609
"118","NLA12_IN-105",-1.02994729761354,-0.803685969801494
"119","NLA12_IN-106",0.395012134517375,-0.0549781968744549
"120","NLA12_IN-108",-0.884177403927211,-0.743333878982186
"121","NLA12_IN-111",-0.431914859306059,-0.431231437022772
"122","NLA12_IN-112",-0.297839882314876,-0.395391337971785
"123","NLA12_IN-113",-2.84642133692409,-0.287046536138359
"124","NLA12_IN-117",-3.15639050177569,-4.2478741792508
"125","NLA12_IN-128",-1.30951157236052,-1.74524553981421
"126","NLA12_IN-130",-1.05403941477794,-0.306765312246845
"127","NLA12_IN-142",1.12340329472576,-0.135245030146044
"128","NLA12_IN-144",-0.30189188836631,-0.0855861683651665
"129","NLA12_IN-146",-0.791582574140649,-0.317160481110247
"130","NLA12_IN-149",-1.67562384681703,-0.722570972000687
"131","NLA12_IN-163",-2.72682936312166,-0.170996107287908
"132","NLA12_IN-166",-1.16466001665773,-0.38284461798306
"133","NLA12_IN-172",-1.12858605779702,-1.12359928625411
"134","NLA12_IN-185",0.424032148792611,-0.918521186145474
"135","NLA12_IN-186",0.647437533977946,0.683222176454002
"136","NLA12_IN-187",-1.55120210074541,0.122871811834039
"137","NLA12_IN-193",-2.16012865368896,-4.62903047851726
"138","NLA12_IN-196",-1.74576672719513,-1.29721985187224
"139","NLA12_IN-199",-0.395815766550594,-0.385576326048087
"140","NLA12_KS-102",-0.872780401253527,0.222657946209855
"141","NLA12_KS-103",-0.132206915667481,0.240660636582165
"142","NLA12_KS-105",-0.739184358068303,-1.82746360473018
"143","NLA12_KS-108",1.06423478334158,-0.161739343237898
"144","NLA12_KS-114",-0.255605457734175,0.151712329771273
"145","NLA12_KS-121",1.53103666014747,0.269822847821494
"146","NLA12_KS-122",-4.59077981023619,-1.46805675569412
